Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,patient_id,Platform,ReleaseDate,create_date,version,Sample Name,selection_marker,source_name,SRA Study,tissue
SRR17763118,RNA-Seq,109,1214206808,PRJNA800731,SAMN25279780,392911536,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925802,GSM5837461,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02006,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837461,CD45+,Peripheral blood,SRP356854,Blood
SRR17763119,RNA-Seq,109,1099782968,PRJNA800731,SAMN25279782,376318225,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925803,GSM5837462,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01029,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837462,CD45+,Peripheral blood,SRP356854,Blood
SRR17763120,RNA-Seq,109,1011061110,PRJNA800731,SAMN25279784,342560925,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925804,GSM5837463,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01030,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837463,CD45+,Peripheral blood,SRP356854,Blood
SRR17763121,RNA-Seq,109,1064869069,PRJNA800731,SAMN25279786,360686547,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925805,GSM5837464,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01021,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837464,CD45+,Peripheral blood,SRP356854,Blood
SRR17763122,RNA-Seq,109,1061958333,PRJNA800731,SAMN25279788,353025150,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925806,GSM5837465,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837465,CD45+,Peripheral blood,SRP356854,Blood
SRR17763123,RNA-Seq,109,991800810,PRJNA800731,SAMN25279792,335655309,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925807,GSM5837466,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl020,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837466,CD45+,Peripheral blood,SRP356854,Blood
SRR17763124,RNA-Seq,109,920296592,PRJNA800731,SAMN25279795,308681026,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925488,GSM5837467,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl020,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837467,CD45+,Peripheral blood,SRP356854,Blood
SRR17763125,RNA-Seq,84,1245861708,PRJNA800731,SAMN25279797,563443083,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925489,GSM5837468,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837468,CD90+,Forearm skin,SRP356854,Skin
SRR17763126,RNA-Seq,84,1293313896,PRJNA800731,SAMN25279798,587354988,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925490,GSM5837469,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837469,CD90+,Forearm skin,SRP356854,Skin
SRR17763127,RNA-Seq,84,1150284660,PRJNA800731,SAMN25279801,521493168,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925491,GSM5837470,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837470,CD90+,Forearm skin,SRP356854,Skin
SRR17763128,RNA-Seq,84,1054696188,PRJNA800731,SAMN25279803,482552616,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925492,GSM5837471,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837471,CD45+,Forearm skin,SRP356854,Skin
SRR17763129,RNA-Seq,84,1553073312,PRJNA800731,SAMN25279805,703830112,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925493,GSM5837472,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837472,B2M+,Forearm skin,SRP356854,Skin
SRR17763130,RNA-Seq,84,1158988992,PRJNA800731,SAMN25279807,526960569,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925494,GSM5837473,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837473,CD90+,Forearm skin,SRP356854,Skin
SRR17763131,RNA-Seq,84,1488125184,PRJNA800731,SAMN25279809,673430219,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925495,GSM5837474,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837474,CD90+,Leg skin,SRP356854,Skin
SRR17763132,RNA-Seq,84,1186497984,PRJNA800731,SAMN25279790,536635254,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925253,GSM5837475,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837475,CD45+,Leg skin,SRP356854,Skin
SRR17763133,RNA-Seq,84,1171921716,PRJNA800731,SAMN25279811,534367914,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925254,GSM5837476,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01032,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837476,CD90+,Forearm skin,SRP356854,Skin
SRR17763134,RNA-Seq,84,1180428984,PRJNA800731,SAMN25279813,534534819,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925255,GSM5837477,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03019,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837477,CD90+,Forearm skin,SRP356854,Skin
SRR17763135,RNA-Seq,84,1183943712,PRJNA800731,SAMN25279814,536174298,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925256,GSM5837478,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03019,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837478,CD90+,Forearm skin,SRP356854,Skin
SRR17763136,RNA-Seq,84,1194084612,PRJNA800731,SAMN25279815,542969954,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925257,GSM5837479,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl021,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837479,CD90+,Forearm skin,SRP356854,Skin
SRR17763137,RNA-Seq,84,1095633420,PRJNA800731,SAMN25279816,502158936,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925258,GSM5837480,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl021,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837480,CD45+,Forearm skin,SRP356854,Skin
SRR17763138,RNA-Seq,84,1374408672,PRJNA800731,SAMN25279817,620203125,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925259,GSM5837481,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl023,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837481,CD90+,Forearm skin,SRP356854,Skin
SRR17763139,RNA-Seq,84,1149757896,PRJNA800731,SAMN25279818,519810072,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925260,GSM5837482,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl021,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837482,CD90+,Forearm skin,SRP356854,Skin
SRR17763140,RNA-Seq,84,1203611472,PRJNA800731,SAMN25279483,547527942,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925808,GSM5837483,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl022,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837483,CD90+,Forearm skin,SRP356854,Skin
SRR17763141,RNA-Seq,84,1256906700,PRJNA800731,SAMN25279484,568529535,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925809,GSM5837484,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01031,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837484,CD90+,Forearm skin,SRP356854,Skin
SRR17763142,RNA-Seq,84,1622253276,PRJNA800731,SAMN25279485,735082728,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925810,GSM5837485,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01031,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:52:00Z,1,GSM5837485,CD45+,Forearm skin,SRP356854,Skin
SRR17763143,RNA-Seq,84,1042214292,PRJNA800731,SAMN25279486,475556385,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925811,GSM5837486,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01032,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837486,CD90+,Forearm skin,SRP356854,Skin
SRR17763144,RNA-Seq,84,1265615652,PRJNA800731,SAMN25279487,573756208,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925812,GSM5837487,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01032,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837487,CD90+,Forearm skin,SRP356854,Skin
SRR17763145,RNA-Seq,84,1168089216,PRJNA800731,SAMN25279488,530530541,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925813,GSM5837488,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837488,CD90+,Forearm skin,SRP356854,Skin
SRR17763146,RNA-Seq,84,1160047644,PRJNA800731,SAMN25279489,526313519,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925814,GSM5837489,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl003,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837489,B2M+,Forearm skin,SRP356854,Skin
SRR17763147,RNA-Seq,84,1192860144,PRJNA800731,SAMN25279490,540891686,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925815,GSM5837490,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03019,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837490,CD90+,Forearm skin,SRP356854,Skin
SRR17763148,RNA-Seq,84,1235981040,PRJNA800731,SAMN25279491,558984144,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925816,GSM5837491,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837491,CD90+,Leg skin,SRP356854,Skin
SRR17763149,RNA-Seq,84,802344060,PRJNA800731,SAMN25279492,366899932,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925817,GSM5837492,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01031,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837492,CD90+,Forearm skin,SRP356854,Skin
SRR17763150,RNA-Seq,84,628966296,PRJNA800731,SAMN25279493,288779870,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925818,GSM5837493,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01034,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837493,CD90+,Forearm skin,SRP356854,Skin
SRR17763151,RNA-Seq,84,626444868,PRJNA800731,SAMN25279494,287277403,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925819,GSM5837494,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01034,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837494,CD90+,Forearm skin,SRP356854,Skin
SRR17763152,RNA-Seq,84,653347044,PRJNA800731,SAMN25279495,300652963,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925820,GSM5837495,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837495,CD90+,Forearm skin,SRP356854,Skin
SRR17763153,RNA-Seq,84,683254488,PRJNA800731,SAMN25279496,313895848,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925821,GSM5837496,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837496,CD90+,Forearm skin,SRP356854,Skin
SRR17763154,RNA-Seq,84,645000048,PRJNA800731,SAMN25279497,296164117,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925822,GSM5837497,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837497,CD90+,Forearm skin,SRP356854,Skin
SRR17763155,RNA-Seq,84,743989428,PRJNA800731,SAMN25279498,340914197,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925823,GSM5837498,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02001,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837498,CD90+,Forearm skin,SRP356854,Skin
SRR17763156,RNA-Seq,84,571863852,PRJNA800731,SAMN25279499,263885087,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925824,GSM5837499,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl023,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837499,CD45+,Forearm skin,SRP356854,Skin
SRR17763157,RNA-Seq,84,664782216,PRJNA800731,SAMN25279500,306685039,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925825,GSM5837500,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl022,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837500,CD45+,Forearm skin,SRP356854,Skin
SRR17763158,RNA-Seq,84,691010460,PRJNA800731,SAMN25279501,319819118,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925826,GSM5837501,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl022,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837501,CD45+,Peripheral blood,SRP356854,Blood
SRR17763159,RNA-Seq,84,657580476,PRJNA800731,SAMN25279508,301719812,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925827,GSM5837502,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01024,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837502,CD45+,Peripheral blood,SRP356854,Blood
SRR17763160,RNA-Seq,84,703381224,PRJNA800731,SAMN25279509,321491656,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925828,GSM5837503,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01033,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837503,CD45+,Peripheral blood,SRP356854,Blood
SRR17763161,RNA-Seq,84,652299816,PRJNA800731,SAMN25279510,299046340,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925829,GSM5837504,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01032,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837504,CD90+,Forearm skin,SRP356854,Skin
SRR17763162,RNA-Seq,84,708303288,PRJNA800731,SAMN25279502,326511742,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925830,GSM5837505,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01034,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837505,CD90+,Forearm skin,SRP356854,Skin
SRR17763163,RNA-Seq,84,680651580,PRJNA800731,SAMN25279503,312618145,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925831,GSM5837506,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01034,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837506,CD45+,Forearm skin,SRP356854,Skin
SRR17763164,RNA-Seq,84,623607600,PRJNA800731,SAMN25279504,286748586,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925304,GSM5837507,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837507,CD45+,Forearm skin,SRP356854,Skin
SRR17763165,RNA-Seq,84,596313144,PRJNA800731,SAMN25279505,273588238,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925305,GSM5837508,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02001,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837508,CD90+,Forearm skin,SRP356854,Skin
SRR17763166,RNA-Seq,84,617606724,PRJNA800731,SAMN25279506,285572256,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925306,GSM5837509,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02001,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837509,CD45+,Forearm skin,SRP356854,Skin
SRR17763167,RNA-Seq,84,598727556,PRJNA800731,SAMN25279507,273888094,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925307,GSM5837510,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl021,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837510,CD90+,Forearm skin,SRP356854,Skin
SRR17763168,RNA-Seq,84,667162776,PRJNA800731,SAMN25279511,306708400,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925308,GSM5837511,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03019,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837511,CD45+,Forearm skin,SRP356854,Skin
SRR17763169,RNA-Seq,84,640576776,PRJNA800731,SAMN25279512,294089652,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925309,GSM5837512,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl023,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837512,CD90+,Forearm skin,SRP356854,Skin
SRR17763170,RNA-Seq,84,516921216,PRJNA800731,SAMN25279513,238844995,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925310,GSM5837513,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl022,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:47:00Z,1,GSM5837513,CD90+,Forearm skin,SRP356854,Skin
SRR17763171,RNA-Seq,84,641975544,PRJNA800731,SAMN25279514,293547006,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925311,GSM5837514,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt02001,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837514,CD45+,Peripheral blood,SRP356854,Blood
SRR17763172,RNA-Seq,84,582227268,PRJNA800731,SAMN25279515,268644798,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925648,GSM5837515,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01035,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837515,CD45+,Peripheral blood,SRP356854,Blood
SRR17763173,RNA-Seq,84,870969960,PRJNA800731,SAMN25279516,405434030,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925649,GSM5837516,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03013,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837516,CD90+,Forearm skin,SRP356854,Skin
SRR17763174,RNA-Seq,84,834860376,PRJNA800731,SAMN25279517,390220017,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925650,GSM5837517,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03013,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:48:00Z,1,GSM5837517,CD45+,Peripheral blood,SRP356854,Blood
SRR17763175,RNA-Seq,84,896880348,PRJNA800731,SAMN25279518,415898001,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925651,GSM5837518,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt01037,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837518,CD90+,Forearm skin,SRP356854,Skin
SRR17763176,RNA-Seq,84,766755948,PRJNA800731,SAMN25279519,359621113,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925652,GSM5837519,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl009,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:49:00Z,1,GSM5837519,CD90+,Forearm skin,SRP356854,Skin
SRR17763177,RNA-Seq,84,915971112,PRJNA800731,SAMN25279520,427831328,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925653,GSM5837520,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,pt03014,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:50:00Z,1,GSM5837520,CD45+,Peripheral blood,SRP356854,Blood
SRR17763178,RNA-Seq,84,919974216,PRJNA800731,SAMN25279521,430118736,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13925654,GSM5837521,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,Ctrl019,ILLUMINA,2022-04-06T00:00:00Z,2022-01-26T11:51:00Z,1,GSM5837521,CD45+,Peripheral blood,SRP356854,Blood
